	name	count
8	IN NO SENSE GUILTY	5
4	OF LOVE AND LAUGHTER	4
10	LAKE OF LOVE AND	4
0	A TAMPA BAY LOCAL	3
12	CHRIS IN ST PETE	3
1	DIRECTOR OF FINANCIAL AFFAIRS	1
2	YOUR FUTURE EX HUSBAND	1
3	IN SMALL TOWN OHIO	1
5	HERE IN SMALL TOWN	1
6	I AM THE DARK	1
7	AM THE DARK SIDE	1
9	MR FRED CUNHA JR	1
11	JAVIER DE LA GARZA	1
